Handle,SKU,Name,Category,Description,Sold by weight,Option 1 name,Option 1 value,Option 2 name,Option 2 value,Option 3 name,Option 3 value,Default price,Cost,Barcode,SKU of included item,Quantity of included item,Track stock,Available for sale [MCC],Price [MCC],In stock [MCC],Low stock [MCC],Available for sale [MOE],Price [MOE],In stock [MOE],Low stock [MOE],Available for sale [WareHouse],Price [WareHouse],In stock [WareHouse],Low stock [WareHouse],"Tax - ""VAT"" (5%)"
earring-2605160101,2605160101,Earring 2605160101,Earring,SS 18kGP Zircon,N,,,,,,,90.00,67.50,2026051601018,,,Y,Y,90.00,1.000,1.000,N,90.00,0.000,,Y,90.00,0.000,,Y
earring-2605160102,2605160102,Earring 2605160102,Earring,SS 18kGP Zircon,N,,,,,,,100.00,75.00,2026051601025,,,Y,Y,100.00,1.000,1.000,N,100.00,0.000,,Y,100.00,0.000,,Y
earring-2605160103,2605160103,Earring 2605160103,Earring,SS 18kGP Zircon,N,,,,,,,110.00,82.50,2026051601032,,,Y,Y,110.00,0.000,1.000,N,110.00,0.000,,Y,110.00,0.000,,Y
earring-2605160104,2605160104,Earring 2605160104,Earring,SS 18kGP Zircon,N,,,,,,,130.00,97.50,2026051601049,,,Y,Y,130.00,1.000,1.000,N,130.00,0.000,,Y,130.00,0.000,,Y
earring-2606150101,2606150101,Earring 2606150101,Earring,Brass 18kGP FW Pearl,N,,,,,,,290.00,217.50,2026061501018,,,Y,Y,290.00,3.000,1.000,Y,290.00,2.000,1.000,Y,290.00,0.000,,Y
earring-2606150102,2606150102,Earring 2606150102,Earring,Brass 18kGP Zircon,N,,,,,,,80.00,60.00,2026061501025,,,Y,Y,80.00,3.000,1.000,N,80.00,0.000,,Y,80.00,0.000,,Y
earring-2606150103,2606150103,Earring 2606150103,Earring,Brass 18kGP Zircon,N,,,,,,,90.00,67.50,2026061501032,,,Y,Y,90.00,4.000,1.000,N,90.00,0.000,,Y,90.00,0.000,,Y
earring-2606150104,2606150104,Earring 2606150104,Earring,Brass 18kGP Zircon,N,,,,,,,90.00,67.50,2026061501049,,,Y,Y,90.00,2.000,1.000,N,90.00,0.000,,Y,90.00,0.000,,Y
earring-2606150105,2606150105,Earring 2606150105,Earring,Brass 18kGP Zircon,N,,,,,,,180.00,135.00,2026061501056,,,Y,Y,180.00,1.000,1.000,Y,180.00,2.000,1.000,Y,180.00,0.000,,Y
earring-2606150106,2606150106,Earring 2606150106,Earring,Silver925 18kGP Zircon ,N,,,,,,,160.00,120.00,2026061501063,,,Y,Y,160.00,2.000,1.000,Y,160.00,2.000,1.000,Y,160.00,0.000,,Y
earring-2606150107,2606150107,Earring 2606150107,Earring,Silver925 18kGP Zircon ,N,,,,,,,160.00,120.00,2026061501070,,,Y,Y,160.00,1.000,1.000,Y,160.00,2.000,1.000,Y,160.00,0.000,,Y
earring-2606150108,2606150108,Earring 2606150108,Earring,<p>Silver925 18kGP Zircon</p>,N,,,,,,,160.00,120.00,2026061501087,,,Y,Y,160.00,1.000,1.000,Y,160.00,1.000,1.000,Y,160.00,0.000,,Y
earring-2606150109,2606150109,Earring 2606150109,Earring,Silver925 18kGP Zircon ,N,,,,,,,160.00,120.00,2026061501094,,,Y,Y,160.00,1.000,1.000,Y,160.00,1.000,1.000,Y,160.00,0.000,,Y
earring-2606150110,2606150110,Earring 2606150110,Earring,Silver925 18kGP Zircon ,N,,,,,,,180.00,135.00,2026061501100,,,Y,Y,180.00,2.000,1.000,Y,180.00,1.000,1.000,Y,180.00,0.000,,Y
earring-2606160101,2606160101,Earring 2606160101,Earring,Silver925 18kGP Zircon ,N,,,,,,,180.00,135.00,2026061601015,,,Y,Y,180.00,-2.000,1.000,Y,180.00,2.000,1.000,Y,180.00,0.000,,Y
earring-2606160102,2606160102,Earring 2606160102,Earring,Silver925 18kGP Zircon ,N,,,,,,,180.00,135.00,2026061601022,,,Y,Y,180.00,3.000,1.000,Y,180.00,1.000,1.000,Y,180.00,0.000,,Y
earring-2606160103,2606160103,Earring 2606160103,Earring,Silver925 18kGP Zircon ,N,,,,,,,180.00,135.00,2026061601039,,,Y,Y,180.00,0.000,1.000,N,180.00,0.000,,Y,180.00,0.000,,Y
earring-2606160104,2606160104,Earring 2606160104,Earring,Silver925 18kGP Zircon ,N,,,,,,,180.00,135.00,2026061601046,,,Y,Y,180.00,2.000,1.000,N,180.00,0.000,,Y,180.00,0.000,,Y
earring-2606160105,2606160105,Earring 2606160105,Earring,Silver925 18kGP Zircon ,N,,,,,,,190.00,142.50,2026061601053,,,Y,Y,190.00,3.000,1.000,Y,190.00,1.000,1.000,Y,190.00,0.000,,Y
earring-2606160106,2606160106,Earring 2606160106,Earring,Silver925 18kGP Zircon ,N,,,,,,,190.00,142.50,2026061601060,,,Y,Y,190.00,0.000,1.000,Y,190.00,1.000,1.000,Y,190.00,0.000,,Y
earring-2606160107,2606160107,Earring 2606160107,Earring,SS 18kGP,N,,,,,,,120.00,90.00,2026061601077,,,Y,Y,120.00,2.000,1.000,Y,120.00,1.000,1.000,Y,120.00,0.000,,Y
earring-2606160108,2606160108,Earring 2606160108,Earring,SS 18kGP,N,,,,,,,120.00,90.00,2026061601084,,,Y,Y,120.00,0.000,1.000,Y,120.00,2.000,1.000,Y,120.00,0.000,,Y
earring-2606160109,2606160109,Earring 2606160109,Earring,SS 18kGP,N,,,,,,,170.00,127.50,2026061601091,,,Y,Y,170.00,2.000,1.000,Y,170.00,2.000,1.000,Y,170.00,0.000,,Y
earring-2606160110,2606160110,Earring 2606160110,Earring,SS 18kGP FW Pearl,N,,,,,,,190.00,142.50,2026061601107,,,Y,Y,190.00,3.000,1.000,Y,190.00,2.000,1.000,Y,190.00,0.000,,Y
earring-2606170101,2606170101,Earring 2606170101,Earring,SS 18kGP Natural Stone,N,,,,,,,160.00,120.00,2026061701012,,,Y,Y,160.00,2.000,1.000,Y,160.00,2.000,1.000,Y,160.00,0.000,,Y
earring-2606170102,2606170102,Earring 2606170102,Earring,SS 18kGP Shell,N,,,,,,,210.00,157.50,2026061701029,,,Y,Y,210.00,2.000,1.000,Y,210.00,0.000,1.000,Y,210.00,0.000,,Y
earring-2606170103,2606170103,Earring 2606170103,Earring,SS 18kGP Zircon,N,,,,,,,170.00,127.50,2026061701036,,,Y,Y,170.00,2.000,1.000,Y,170.00,2.000,1.000,Y,170.00,0.000,,Y
earring-2606170104,2606170104,Earring 2606170104,Earring,Titanium 18KGP Zircon,N,,,,,,,180.00,135.00,2026061701043,,,Y,Y,180.00,2.000,1.000,Y,180.00,2.000,1.000,Y,180.00,0.000,,Y
earring-2606170105,2606170105,Earring 2606170105,New 2606,SS 18kGP Zircon,N,,,,,,,80.00,60.00,2026061701050,,,Y,Y,80.00,3.000,1.000,Y,80.00,5.000,1.000,Y,80.00,0.000,,Y
earring-2606170106,2606170106,Earring 2606170106,New 2606,SS 18kGP Zircon,N,,,,,,,80.00,60.00,2026061701067,,,Y,Y,80.00,7.000,1.000,Y,80.00,3.000,1.000,Y,80.00,0.000,,Y
earring-2606170107,2606170107,Earring 2606170107,New 2606,SS 18kGP Zircon,N,,,,,,,85.00,63.75,2026061701074,,,Y,Y,85.00,5.000,1.000,Y,85.00,5.000,1.000,Y,85.00,0.000,,Y
earring-2606170108,2606170108,Earring 2606170108,New 2606,<p>SS 18kGP Zircon</p>,N,,,,,,,85.00,63.75,2026061701081,,,Y,Y,85.00,5.000,1.000,Y,85.00,4.000,1.000,Y,85.00,0.000,,Y
earring-2606170109,2606170109,Earring 2606170109,New 2606,<p>SS 18kGP Zircon</p>,N,,,,,,,90.00,67.50,2026061701098,,,Y,Y,90.00,2.000,1.000,Y,90.00,4.000,1.000,Y,90.00,0.000,,Y
earring-2606170110,2606170110,Earring 2606170110,New 2606,<p>SS 18kGP Zircon</p>,N,,,,,,,95.00,71.25,2026061701104,,,Y,Y,95.00,6.000,1.000,Y,95.00,5.000,1.000,Y,95.00,0.000,,Y
earring-2606180101,2606180101,Earring 2606180101,New 2606,SS 18kGP Zircon,N,,,,,,,100.00,75.00,2026061801019,,,Y,Y,100.00,6.000,1.000,Y,100.00,3.000,1.000,Y,100.00,0.000,,Y
earring-2606180102,2606180102,Earring 2606180102,New 2606,SS 18kGP Zircon,N,,,,,,,105.00,78.75,2026061801026,,,Y,Y,105.00,5.000,1.000,Y,105.00,5.000,1.000,Y,105.00,0.000,,Y
earring-2606180103,2606180103,Earring 2606180103,New 2606,SS 18kGP Zircon,N,,,,,,,110.00,82.50,2026061801033,,,Y,Y,110.00,6.000,1.000,Y,110.00,4.000,1.000,Y,110.00,0.000,,Y
earring-2606180104,2606180104,Earring 2606180104,New 2606,SS 18kGP Zircon,N,,,,,,,110.00,82.50,2026061801040,,,Y,Y,110.00,7.000,1.000,Y,110.00,5.000,1.000,Y,110.00,0.000,,Y
earring-2606180105,2606180105,Earring 2606180105,New 2606,SS 18kGP Zircon,N,,,,,,,130.00,97.50,2026061801057,,,Y,Y,130.00,5.000,1.000,Y,130.00,5.000,1.000,Y,130.00,0.000,,Y
earring-2606180106,2606180106,Earring 2606180106,New 2606,Silver925 18kGP Zircon ,N,,,,,,,190.00,142.50,2026061801064,,,Y,Y,190.00,4.000,1.000,N,190.00,0.000,,Y,190.00,0.000,,Y
earring-2606180107,2606180107,Earring 2606180107,New 2606,Silver925 18kGP Zircon ,N,,,,,,,190.00,142.50,2026061801071,,,Y,Y,190.00,4.000,1.000,N,190.00,0.000,,Y,190.00,0.000,,Y
earring-2606180108,2606180108,Earring 2606180108,New 2606,SS 18kGP Zircon,N,,,,,,,80.00,60.00,2026061801088,,,Y,Y,80.00,3.000,1.000,N,80.00,0.000,,Y,80.00,0.000,,Y
earring-2606180109,2606180109,Earring 2606180109,New 2606,SS 18kGP Zircon,N,,,,,,,100.00,75.00,2026061801095,,,Y,Y,100.00,3.000,1.000,N,100.00,0.000,,Y,100.00,0.000,,Y
earring-2606180110,2606180110,Earring 2606180110,New 2606,SS 18kGP Zircon,N,,,,,,,110.00,82.50,2026061801101,,,Y,Y,110.00,4.000,1.000,N,110.00,0.000,,Y,110.00,0.000,,Y
earring-2606190101,2606190101,Earring 2606190101,New 2606,SS 18kGP Zircon,N,,,,,,,130.00,97.50,2026061901016,,,Y,Y,130.00,4.000,1.000,N,130.00,0.000,,Y,130.00,0.000,,Y
earring-2606190102,2606190102,Earring 2606190102,New 2606,<p>SS 18kGP Zircon</p>,N,,,,,,,130.00,97.50,2026061901023,,,Y,Y,130.00,3.000,1.000,N,130.00,0.000,,Y,130.00,0.000,,Y
earring-2606190103,2606190103,Earring 2606190103,New 2606,SS 18kGP Zircon,N,,,,,,,140.00,105.00,2026061901030,,,Y,Y,140.00,5.000,1.000,N,140.00,0.000,,Y,140.00,0.000,,Y
earring-2606190104,2606190104,Earring 2606190104,New 2606,SS 18kGP Zircon,N,,,,,,,140.00,105.00,2026061901047,,,Y,Y,140.00,1.000,1.000,N,140.00,0.000,,Y,140.00,0.000,,Y
earring-2606190105,2606190105,Earring 2606190105,New 2606,SS 18kGP Zircon,N,,,,,,,150.00,112.50,2026061901054,,,Y,Y,150.00,3.000,1.000,Y,150.00,-1.000,1.000,Y,150.00,0.000,,Y
earring-2606190106,2606190106,Earring 2606190106,New 2606,SS 18kGP Zircon,N,,,,,,,150.00,112.50,2026061901061,,,Y,Y,150.00,2.000,1.000,Y,150.00,2.000,1.000,Y,150.00,0.000,,Y
earring-2606190107,2606190107,Earring 2606190107,New 2606,SS 18kGP Zircon,N,,,,,,,160.00,120.00,2026061901078,,,Y,Y,160.00,3.000,1.000,Y,160.00,2.000,1.000,Y,160.00,0.000,,Y
earring-2606190108,2606190108,Earring 2606190108,New 2606,SS 18kGP Zircon,N,,,,,,,160.00,120.00,2026061901085,,,Y,Y,160.00,3.000,1.000,Y,160.00,2.000,1.000,Y,160.00,0.000,,Y
earring-2606190109,2606190109,Earring 2606190109,New 2606,<p>SS 18kGP Zircon</p>,N,,,,,,,160.00,120.00,2026061901092,,,Y,Y,160.00,3.000,1.000,Y,160.00,1.000,1.000,Y,160.00,0.000,,Y
earring-2606190110,2606190110,Earring 2606190110,New 2606,SS 18kGP Zircon,N,,,,,,,180.00,135.00,2026061901108,,,Y,Y,180.00,4.000,1.000,N,180.00,0.000,,Y,180.00,0.000,,Y
earring-2606200101,2606200101,Earring 2606200101,New 2606,SS 18kGP Zircon,N,,,,,,,220.00,165.00,2026062001012,,,Y,Y,220.00,2.000,1.000,Y,220.00,2.000,1.000,Y,220.00,0.000,,Y
earring-2606200102,2606200102,Earring 2606200102,New 2606,SS 18kGP Zircon,N,,,,,,,220.00,165.00,2026062001029,,,Y,Y,220.00,2.000,1.000,Y,220.00,2.000,1.000,Y,220.00,0.000,,Y
earring-2606200103,2606200103,Earring 2606200103,New 2606,SS 18kGP Zircon,N,,,,,,,130.00,97.50,2026062001036,,,Y,Y,130.00,1.000,1.000,N,130.00,0.000,,Y,130.00,0.000,,Y
earring-2606200104,2606200104,Earring 2606200104,New 2606,Silver925 18kGP,N,,,,,,,160.00,120.00,2026062001043,,,Y,Y,160.00,3.000,1.000,Y,160.00,1.000,1.000,Y,160.00,0.000,,Y
earring-2606200105,2606200105,Earring 2606200105,New 2606,Silver925 18kGP,N,,,,,,,160.00,120.00,2026062001050,,,Y,Y,160.00,3.000,1.000,Y,160.00,1.000,1.000,Y,160.00,0.000,,Y
earring-2606200106,2606200106,Earring 2606200106,New 2606,SS 18kGP,N,,,,,,,130.00,97.50,2026062001067,,,Y,Y,130.00,2.000,1.000,N,130.00,0.000,,Y,130.00,0.000,,Y
earring-2606200107,2606200107,Earring 2606200107,New 2606,SS 18kGP Zircon,N,,,,,,,150.00,112.50,2026062001074,,,Y,Y,150.00,4.000,1.000,Y,150.00,1.000,1.000,Y,150.00,0.000,,Y
earring-2606200108,2606200108,Earring 2606200108,New 2606,SS 18kGP Zircon,N,,,,,,,150.00,112.50,2026062001081,,,Y,Y,150.00,4.000,1.000,Y,150.00,2.000,1.000,Y,150.00,0.000,,Y
earring-2607150101,2607150101,Earring 2607150101,New,Brass 18kGP,N,,,,,,,220.00,165.00,2026071501015,,,Y,Y,220.00,3.000,1.000,Y,220.00,2.000,1.000,Y,220.00,0.000,,Y
earring-2607150102,2607150102,Earring 2607150102,New,Brass 18kGP,N,,,,,,,220.00,165.00,2026071501022,,,Y,Y,220.00,3.000,1.000,Y,220.00,2.000,1.000,Y,220.00,0.000,,Y
earring-2607150103,2607150103,Earring 2607150103,New,Silver925 18kGP Zircon ,N,,,,,,,180.00,135.00,2026071501039,,,Y,Y,180.00,4.000,1.000,N,180.00,0.000,,Y,180.00,0.000,,Y
earring-2607150104,2607150104,Earring 2607150104,New,Silver925 18kGP Zircon ,N,,,,,,,200.00,150.00,2026071501046,,,Y,Y,200.00,2.000,1.000,N,200.00,0.000,,Y,200.00,0.000,,Y
earring-2607150105,2607150105,Earring 2607150105,New,<p>Brass 18kGP Zircon</p>,N,,,,,,,290.00,217.50,2026071501053,,,Y,N,290.00,0.000,,Y,290.00,3.000,1.000,Y,290.00,0.000,,Y
earring-2607150106,2607150106,Earring 2607150106,New,SS 18kGP Natural Stone,N,,,,,,,160.00,120.00,2026071501060,,,Y,Y,160.00,3.000,1.000,Y,160.00,2.000,1.000,Y,160.00,0.000,,Y
earring-2607150107,2607150107,Earring 2607150107,New,SS 18kGP Natural Stone,N,,,,,,,160.00,120.00,2026071501077,,,Y,Y,160.00,4.000,1.000,N,160.00,0.000,,Y,160.00,0.000,,Y
earring-2607150108,2607150108,Earring 2607150108,New,SS 18kGP Zircon,N,,,,,,,120.00,90.00,2026071501084,,,Y,Y,120.00,4.000,1.000,Y,120.00,2.000,1.000,Y,120.00,0.000,,Y
earring-2607150109,2607150109,Earring 2607150109,New,Silver925 Zircon ,N,,,,,,,180.00,135.00,2026071501091,,,Y,Y,180.00,4.000,1.000,Y,180.00,0.000,1.000,Y,180.00,0.000,,Y
earring-2607150110,2607150110,Earring 2607150110,New,Silver925 Zircon ,N,,,,,,,190.00,142.50,2026071501107,,,Y,Y,190.00,3.000,1.000,Y,190.00,0.000,1.000,Y,190.00,0.000,,Y
earring-2607160101,2607160101,Earring 2607160101,New,Silver925 18kGP Zircon ,N,,,,,,,160.00,120.00,2026071601012,,,Y,Y,160.00,5.000,1.000,N,160.00,0.000,,Y,160.00,0.000,,Y
earring-2607160102,2607160102,Earring 2607160102,New,Silver925 18kGP Zircon ,N,,,,,,,160.00,120.00,2026071601029,,,Y,Y,160.00,4.000,1.000,N,160.00,0.000,,Y,160.00,0.000,,Y
earring-2607160103,2607160103,Earring 2607160103,New,Silver925 18kGP Zircon ,N,,,,,,,160.00,120.00,2026071601036,,,Y,Y,160.00,5.000,1.000,N,160.00,0.000,,Y,160.00,0.000,,Y
earring-2607160104,2607160104,Earring 2607160104,New,Silver925 18kGP Zircon ,N,,,,,,,180.00,135.00,2026071601043,,,Y,Y,180.00,3.000,1.000,N,180.00,0.000,,Y,180.00,0.000,,Y
etc,10006,Etc,Etc,,N,,,,,,,variable,0.00,,,,N,Y,variable,,,Y,variable,,,Y,variable,,,Y
hand-chain-2505070301,2505070301,Hand chain 2505070301,3 Bracelet Bangle,<p>SS 18kGP Zircon</p>,N,,,,,,,150.00,112.50,2025050703013,,,Y,Y,150.00,1.000,1.000,N,150.00,0.000,,Y,150.00,0.000,,Y
hands-chain-2509060310,2509060310,Hand Chain 2509060310,3 Bracelet Bangle,<p>Silver925 18kGP Zircon</p>,N,,,,,,,270.00,202.50,2025090603106,,,Y,Y,270.00,1.000,1.000,N,270.00,0.000,,Y,270.00,0.000,,Y
hands-chain-2509070301,2509070301,Hand Chain 2509070301,3 Bracelet Bangle,<p>SS 18kGP Zircon</p>,Y,,,,,,,150.00,112.50,2025090703011,,,Y,Y,150.00,0.000,1.000,Y,150.00,1.000,1.000,Y,150.00,0.000,,Y
hand-chain-2511080309,2511080309,Hand Chain 2511080309,3 Bracelet Bangle,<p>SS 18kGP</p>,N,,,,,,,150.00,112.50,2025110803097,,,Y,Y,150.00,3.000,1.000,N,150.00,0.000,,Y,150.00,0.000,,Y
hand-chain-2512070303,2512070303,Hand Chain 2512070303,[1] 2603 품절,<p>SS 18kGP Zircon</p>,N,,,,,,,190.00,142.50,2025120703035,,,Y,Y,190.00,0.000,1.000,N,190.00,0.000,,Y,190.00,0.000,,Y
hand-chain-2601190310,2601190310,Hand Chain 2601190310,Bracelet,<p>SS 18kGP Zircon</p>,Y,,,,,,,190.00,142.50,2026011903107,,,Y,N,190.00,0.000,,Y,190.00,0.000,1.000,Y,190.00,0.000,,Y
hand-chain-2602190302,2602190302,Hand Chain 2602190302,Bracelet,SS 18kGP Zircon,Y,,,,,,,180.00,135.00,2026021903029,,,Y,Y,180.00,0.000,1.000,Y,180.00,1.000,1.000,Y,180.00,0.000,,Y
hand-chain-2603150301,2603150301,Hand Chain 2603150301,Bracelet,<p>SS 18kGP Zircon</p>,N,,,,,,,160.00,120.00,2026031503011,,,Y,Y,160.00,0.000,1.000,Y,160.00,0.000,1.000,Y,160.00,0.000,,Y
hand-chain-2603150302,2603150302,Hand Chain 2603150302,[1] 2603 품절,<p>SS 18kGP Zircon</p>,N,,,,,,,180.00,135.00,2026031503028,,,Y,N,180.00,0.000,,Y,180.00,0.000,1.000,N,180.00,0.000,,Y
hand-chain-2603150306,2603150306,Hand Chain 2603150306,Bracelet,SS 18kGP Zircon,N,,,,,,,160.00,120.00,2026031503066,,,Y,Y,160.00,0.000,1.000,Y,160.00,0.000,1.000,Y,160.00,0.000,,Y
hand-chain-2603150307,2603150307,Hand Chain 2603150307,Bracelet,SS 18kGP Zircon,N,,,,,,,160.00,120.00,2026031503073,,,Y,Y,160.00,0.000,1.000,Y,160.00,0.000,1.000,Y,160.00,0.000,,Y
hand-chain-2604160302,2604160302,Hand Chain 2604160302,Bracelet,SS 18kGP Zircon,N,,,,,,,150.00,112.50,2026041603022,,,Y,Y,150.00,0.000,1.000,Y,150.00,0.000,1.000,Y,150.00,0.000,,Y
hand-chain-2605160303,2605160303,Hand Chain 2605160303,Bracelet,SS 18kGP,N,,,,,,,180.00,135.00,2026051603036,,,Y,Y,180.00,0.000,1.000,Y,180.00,3.000,1.000,Y,180.00,0.000,,Y
hand-chain-2605160304,2605160304,Hand Chain 2605160304,Bracelet,SS 18kGP Zircon,N,,,,,,,160.00,120.00,2026051603043,,,Y,Y,160.00,0.000,1.000,Y,160.00,1.000,1.000,Y,160.00,0.000,,Y
hand-chain-2605160305,2605160305,Hand Chain 2605160305,Bracelet,SS 18kGP Zircon,N,,,,,,,160.00,120.00,2026051603050,,,Y,Y,160.00,-1.000,1.000,Y,160.00,2.000,1.000,Y,160.00,0.000,,Y
hand-chain-2605160308,2605160308,Hand Chain 2605160308,Bracelet,SS 18kGP Zircon,N,,,,,,,160.00,120.00,2026051603081,,,Y,Y,160.00,0.000,1.000,Y,160.00,0.000,1.000,Y,160.00,0.000,,Y
hand-chain-2606160302,2606160302,Hand Chain 2606160302,Bracelet,SS 18kGP,N,,,,,,,150.00,112.50,2026061603026,,,Y,Y,150.00,0.000,1.000,Y,150.00,0.000,1.000,Y,150.00,0.000,,Y
hand-chain-2606160303,2606160303,Hand Chain 2606160303,Bracelet,SS 18kGP Zircon,N,,,,,,,160.00,120.00,2026061603033,,,Y,Y,160.00,4.000,1.000,Y,160.00,0.000,1.000,Y,160.00,0.000,,Y
hand-chain-2606160304,2606160304,Hand Chain 2606160304,Bracelet,<p>SS 18kGP Zircon</p>,N,,,,,,,160.00,120.00,2026061603040,,,Y,Y,160.00,1.000,1.000,Y,160.00,0.000,1.000,Y,160.00,0.000,,Y
hand-chain-2606160305,2606160305,Hand Chain 2606160305,Bracelet,SS 18kGP Zircon,N,,,,,,,170.00,127.50,2026061603057,,,Y,Y,170.00,0.000,1.000,Y,170.00,2.000,1.000,Y,170.00,0.000,,Y
hand-chain-2606160306,2606160306,Hand Chain 2606160306,Bracelet,SS 18kGP Zircon,N,,,,,,,160.00,120.00,2026061603064,,,Y,Y,160.00,3.000,1.000,Y,160.00,0.000,1.000,Y,160.00,0.000,,Y
hand-chain-2606170306,2606170306,Hand Chain 2606170306,New 2606,SS 18kGP Zircon,N,,,,,,,160.00,120.00,2026061703061,,,Y,Y,160.00,3.000,1.000,Y,160.00,1.000,1.000,Y,160.00,0.000,,Y
hand-chain-2606170308,2606170308,Hand Chain 2606170308,New 2606,SS Zircon,N,,,,,,,160.00,120.00,2026061703085,,,Y,Y,160.00,-1.000,1.000,Y,160.00,4.000,1.000,Y,160.00,0.000,,Y
hand-chain-2607160301,2607160301,Hand Chain 2607160301,New,SS 18kGP,N,,,,,,,160.00,120.00,2026071603016,,,Y,Y,160.00,4.000,1.000,Y,160.00,2.000,1.000,Y,160.00,0.000,,Y
hand-chain-2607160302,2607160302,Hand Chain 2607160302,New,SS 18kGP,N,,,,,,,160.00,120.00,2026071603023,,,Y,Y,160.00,6.000,1.000,Y,160.00,7.000,1.000,Y,160.00,0.000,,Y
necklace,10001,Necklace,Etc,,N,,,,,,,variable,0.00,,,,N,Y,variable,,,Y,variable,,,Y,variable,,,Y
112019-necklace,10102019,Necklace 01010201,2 Necklace,<p>Brass 18kGP Zircon</p>,Y,,,,,,,290.00,145.00,2024010102019,,,Y,Y,290.00,1.000,1.000,Y,290.00,0.000,,Y,290.00,0.000,,Y
01050203-necklace,01050203,Necklace 01050203,2 Necklace,<p>Silver925 Blue Gate</p>,Y,,,,,,,320.00,240.00,2025010502038,,,Y,N,320.00,0.000,,Y,320.00,2.000,1.000,N,320.00,0.000,,Y
01060206-necklace,01060206,Necklace 01060206,2 Necklace,<p>Silver925 18kGP Zircon</p>,Y,,,,,,,320.00,240.00,2025010602066,,,Y,Y,320.00,0.000,1.000,N,320.00,0.000,,Y,320.00,0.000,,Y
01060208-necklace,01060208,Necklace 01060208,2 Necklace,<p>SS 18kGP Zircon</p>,Y,,,,,,,170.00,127.50,2025010602080,,,Y,Y,170.00,2.000,1.000,N,170.00,0.000,,Y,170.00,0.000,,Y
necklace-02050203,2050203,Necklace 02050203,2 Necklace,<p>Silver925 18kGP</p>,N,,,,,,,250.00,187.50,2025020502035,,,Y,Y,250.00,0.000,1.000,N,250.00,0.000,,N,250.00,0.000,,Y
02100202-necklace,02100202,Necklace 02100202,2 Necklace,<p>Silver925 Zircon</p>,Y,,,,,,,300.00,150.00,2024021002025,,,Y,Y,300.00,0.000,1.000,Y,300.00,0.000,,Y,300.00,0.000,,Y
03200202-necklace,03200202,Necklace 03200202,2 Necklace,<p>Silver925 18kGP Zircon</p>,Y,,,,,,,300.00,150.00,2024032002021,,,Y,Y,300.00,2.000,1.000,Y,300.00,0.000,,Y,300.00,0.000,,Y
04150207-necklace,04150207,Necklace 04150207,2 Necklace,<p>Titanium 18kGP FW Pearl</p>,Y,,,,,,,290.00,145.00,2024041502079,,,Y,Y,290.00,1.000,1.000,Y,290.00,0.000,,Y,290.00,0.000,,Y
04260203-necklace,04260203,Necklace 04260203,2 Necklace,<p>Titanium 18kGP FW Pearl</p>,Y,,,,,,,240.00,180.00,2024042602037,,,Y,N,240.00,0.000,,Y,240.00,2.000,1.000,N,240.00,0.000,,Y
05050201-necklace,05050201,Necklace 05050201,2 Necklace,<p>Copper 18kGP Zircon</p>,Y,,,,,,,260.00,195.00,2024050502015,,,Y,Y,260.00,1.000,1.000,Y,260.00,0.000,,Y,260.00,0.000,,Y
06050204-necklace,06050204,Necklace 06050204,2 Necklace,<p>Titanium 18kGP</p>,Y,,,,,,,210.00,157.50,2024060502043,,,Y,Y,210.00,1.000,1.000,Y,210.00,0.000,,Y,210.00,0.000,,Y
662083-necklace-1,62802083,Necklace 06280208,2 Necklace,<p>Titanium 18kGP FW Pearl</p>,Y,,,,,,,350.00,175.00,2023062802083,,,Y,N,350.00,0.000,,Y,350.00,2.000,1.000,N,350.00,0.000,,Y
07050202-necklace,07050202,Necklace 07050202,2 Necklace,<p>Brass 18KGP Natural Stone</p>,Y,,,,,,,290.00,217.50,2024070502026,,,Y,N,290.00,0.000,,Y,290.00,1.000,1.000,N,290.00,0.000,,Y
07200201-necklace,07200201,Necklace 07200201,2 Necklace,<p>Copper 18kGP Zircon</p>,Y,,,,,,,200.00,150.00,2024072002012,,,Y,N,200.00,0.000,,Y,200.00,0.000,1.000,N,200.00,0.000,,Y
812073-necklace,81402073,Necklace 08140207,2 Necklace,<p>SS 18kGP FW Pearl &amp; Turquoise</p>,Y,,,,,,,190.00,95.00,2023081402073,,,Y,N,190.00,0.000,,Y,190.00,0.000,1.000,N,190.00,0.000,,Y
08150213-necklace,08150213,Necklace 08150213,2 Necklace,<p>Titanium 18kGP Zircon</p>,Y,,,,,,,280.00,210.00,2024081502138,,,Y,Y,280.00,1.000,1.000,N,280.00,0.000,,Y,280.00,0.000,,Y
08160201-necklace,08160201,Necklace 08160201,2 Necklace,<p>Brass 18kGP Natural Stone</p>,Y,,,,,,,290.00,217.50,2024081602012,,,Y,N,290.00,0.000,,Y,290.00,2.000,1.000,N,290.00,0.000,,Y
08160202-necklace,08160202,Necklace 08160202,2 Necklace,<p>Brass 18kGP Natural Stone</p>,Y,,,,,,,330.00,247.50,2024081602029,,,Y,N,330.00,0.000,,Y,330.00,2.000,1.000,N,330.00,0.000,,Y
08160203-necklace,08160203,Necklace 08160203,2 Necklace,<p>Brass 18kGP Zircon</p>,Y,,,,,,,280.00,210.00,2024081602036,,,Y,N,280.00,0.000,,Y,280.00,4.000,1.000,N,280.00,0.000,,Y
